Customer_ID,Customer_Role,Specialty_Service,Establishment_Type,Country,Language,Years_Experience,Skill_Level_Self_Assessed,OPCO_Eligibility,Has_BD_Contract,Format_Preference,Available_Time_Hours,Training_Objective,Preferred_BD_Product,Prior_BD_Trainings,Completed_Training_Treatment,Satisfaction_Score_Proxy
HCP0393,Pharmacist,Microbiology,MVZ,Germany,Deutsch (de) - German,13,Intermediate,Yes,Yes,Webinar,2,Train on BD Rowa™ pharmacy automation system,,BD4775,Yes,
HCP0394,Pharmacy Manager,Oncology,Hospital Universitario,Spain,Español (es) - Spanish,4,Beginner,Yes,No,E-learning,40,Optimise Pyxis ES dispensing workflows,Pyxis Anesthesia,BD2097,Yes,3.5
HCP0395,Pharmacist,Neurology,MVZ,Germany,Deutsch (de) - German,12,Intermediate,Yes,No,Masterclass,4,Master blood collection techniques with BD Vacutainer® systems,BD BodyGuard T,BD6621,Yes,4.2
HCP0396,Pharmacist,EHR Integration,Centro de Salud,Spain,Español (es) - Spanish,9,Advanced,Yes,No,Blended,40,Enhance PICC line insertion and maintenance skills,BD A-Line™,BD7699,Yes,3.3
HCP0397,Nurse Practitioner,Dispensing Automation,VA Hospital,United States,English (United States),5,Beginner,Yes,Yes,E-learning,2,Support career development with certified training (Qualiopi equivalent),BD Alaris™,BD0119,Yes,5.0
HCP0398,Physician,Operating Theatre,Üniversite Hastanesi,Turkey,Türkçe (tr) - Turkish,18,Beginner,No,No,Webinar,8,Prepare for OPCO-funded certification in vascular access,BD Bair Hugger™,BD2043,Yes,3.9
HCP0399,Biomedical Engineer,Trauma ICU,IPSS,Portugal,Português (pt) - Portuguese,21,Intermediate,No,Yes,Blended,2,Prepare for OPCO-funded certification in vascular access,,,Yes,4.2
HCP0400,Nurse,Specimen Management,Clinique Spécialisée,Belgium,Français (fr) - French,10,Beginner,Yes,Yes,Webinar,2,Obtenir une certification avancée en gestion de la TTM,BD Microtainer®,,Yes,2.6
HCP0401,Physician,Geriatrics,MSP,France,Français (fr) - French,3,Intermediate,Yes,Yes,Webinar,4,Préparer une certification financée par l'OPCO en accès vasculaire,BD A-Line™,BD1220,No,3.2
HCP0402,Pharmacy Manager,Biochemistry,Regionsjukhus,Finland,Suomi (fi) - Finnish,9,Intermediate,No,Yes,E-learning,8,Train on BD Rowa™ pharmacy automation system,BD Rowa™,BD1197,Yes,4.3
HCP0403,System Manager,Anesthesiology,MVZ,Germany,Deutsch (de) - German,14,Intermediate,Yes,No,E-learning,40,Prepare for BD Vacutainer® train-the-trainer programme,BD Rowa™,,No,4.7
HCP0404,Nurse,Cardiologie,Private Hospital,United Kingdom,English (United Kingdom),17,Beginner,Yes,Yes,Webinar,24,Optimise Pyxis ES dispensing workflows,BD PICCline,BD8336,Yes,5.0
HCP0405,Pharmacist,Biomedical Engineering,Primärvård,Sweden,Svenska (sv) - Swedish,23,Intermediate,Yes,Yes,E-learning,2,Develop vascular access unit expertise,BD Foley,BD5337,Yes,4.7
HCP0406,Physician,Biomedical Engineering,Fachklinik,Germany,Deutsch (de) - German,5,Intermediate,No,Yes,E-learning,24,Master blood collection techniques with BD Vacutainer® systems,,,Yes,3.9
HCP0407,Physician,Neurologie,ESPIC,France,Français (fr) - French,14,Advanced,Yes,Yes,On-site,8,Préparer la mise en œuvre du protocole TTM en réanimation,BD PICCline,BD9890,Yes,3.3
HCP0408,Physician,Emergency Department,Universitätsspital,Switzerland,Deutsch (de) - German,8,Intermediate,No,Yes,Masterclass,24,Optimise Pyxis ES dispensing workflows,BD TTM System,BD7969,Yes,4.3
HCP0409,Nurse,Emergency Department,Kantonsspital,Switzerland,Deutsch (de) - German,6,Beginner,No,No,E-learning,4,Prepare for OPCO-funded certification in vascular access,BD Midline,,No,
HCP0410,Nurse,Medical Biology,Kreiskrankenhaus,Germany,Deutsch (de) - German,7,Intermediate,Yes,Yes,E-learning,40,Validate Qualiopi competencies for task delegation,BD Foley,BD3818,No,
HCP0411,System Manager,Urgences,Academic Medical Center,Saudi Arabia,English (United Kingdom),18,Advanced,No,Yes,E-learning,24,Onboard new staff on BD Alaris™ infusion pump systems,BD PICCline,BD9715,Yes,3.6
HCP0412,Physician,Emergency ICU,EHPAD,France,Français (fr) - French,6,Intermediate,Yes,Yes,E-learning,8,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD Midline,BD2825,Yes,3.6
HCP0413,Physician,Neurology,Ospedale Regionale,Italy,Italiano (it) - Italian,5,Intermediate,Yes,No,Blended,2,Master blood collection techniques with BD Vacutainer® systems,BD Alaris™,BD0448,Yes,3.0
HCP0414,Nurse,Pharmacy Management,MVZ,Germany,Deutsch (de) - German,11,Beginner,No,Yes,Blended,16,Train on BD Rowa™ pharmacy automation system,BD BodyGuard T,BD5799,Yes,2.9
HCP0415,Pharmacist,Microbiology,CHU,Belgium,Français (fr) - French,25,Beginner,Yes,Yes,Webinar,4,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD TTM System,BD2302,No,4.0
HCP0416,System Manager,ICU / Critical Care,ESPIC,France,Français (fr) - French,7,Expert,Yes,Yes,E-learning,24,Valider les compétences Qualiopi pour la délégation de tâches infirmières,,BD5015,Yes,2.7
HCP0417,Nurse Practitioner,Oncology,VA Hospital,United States,English (United States),2,Intermediate,No,No,Webinar,8,Onboard on BD Nexiva™ IV catheter system,BD Bair Hugger™,BD9941,Yes,4.1
HCP0418,Physician,Medical ICU,Pflegeheim,Germany,Deutsch (de) - German,20,Intermediate,Yes,Yes,E-learning,8,Onboard on BD Nexiva™ IV catheter system,BD Bair Hugger™,,No,3.7
HCP0419,Pharmacist,Nephrology,Community Hospital,Romania,Română (ro) - Romanian,8,Beginner,No,No,E-learning,16,Train on BD Rowa™ pharmacy automation system,BD Bair Hugger™,BD9262,No,4.3
HCP0420,Physician,Infectious Disease,Huisartsenpraktijk,Netherlands,Nederlands (nl) - Dutch,20,Beginner,Yes,Yes,E-learning,2,Onboard new staff on BD Alaris™ infusion pump systems,BD Vacutainer®,,No,3.4
HCP0421,Physician,Réanimation,Üniversite Hastanesi,Turkey,Türkçe (tr) - Turkish,16,Advanced,Yes,Yes,On-site,16,Prepare for OPCO-funded certification in vascular access,Pyxis ES,BD8393,Yes,2.8
HCP0422,Pharmacist,Nephrology,Privatklinik,Switzerland,Deutsch (de) - German,8,Advanced,Yes,Yes,E-learning,4,Master blood collection techniques with BD Vacutainer® systems,HealthSight,,No,3.6
HCP0423,Physician,Cardiology,Universitätsklinikum,Germany,Deutsch (de) - German,9,Intermediate,No,No,Blended,24,Develop vascular access unit expertise,BD Insyte™,BD7550,No,4.3
HCP0424,System Manager,Medical Biology,Fachklinik,Germany,Deutsch (de) - German,8,Advanced,Yes,Yes,Webinar,24,Validate Qualiopi competencies for task delegation,VADvisor™,,Yes,2.6
HCP0425,Pharmacy Manager,Internal Medicine,Huisartsenpraktijk,Netherlands,Nederlands (nl) - Dutch,17,Beginner,No,Yes,Blended,16,Validate Qualiopi competencies for task delegation,BD Rowa™,BD3520,No,4.1
HCP0426,Pharmacy Manager,Pulmonology,CHU,Belgium,Français (fr) - French,7,Intermediate,Yes,Yes,Webinar,4,Optimiser les workflows de dispensation sur le système Pyxis ES,BD Microtainer®,BD5047,Yes,
HCP0427,System Manager,Urgences,MSP,France,Français (fr) - French,14,Expert,Yes,Yes,Webinar,2,Préparer la mise en œuvre du protocole TTM en réanimation,BD Preset™,,Yes,4.0
HCP0428,ICU Specialist,Hospital Pharmacy,Integrated Care Board,United Kingdom,English (United Kingdom),6,Advanced,Yes,No,Webinar,24,Enhance PICC line insertion and maintenance skills,BD A-Line™,,Yes,2.7
HCP0429,Pharmacist,Soins Intensifs,MSP,France,Français (fr) - French,3,Intermediate,Yes,Yes,E-learning,24,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,Pyxis ES,BD8498,Yes,4.3
HCP0430,System Manager,Cardiology,CH,France,Français (fr) - French,27,Beginner,Yes,Yes,E-learning,8,Développer les compétences en pose et entretien de PICC line,BD Vacutainer®,,Yes,3.9
HCP0431,Anesthesiologist,Critical Care,Universitätsklinikum,Germany,Deutsch (de) - German,19,Beginner,No,Yes,Webinar,2,Optimise Pyxis ES dispensing workflows,BD A-Line™,BD5318,No,2.5
HCP0432,Nurse,Advanced Practice Nursing,Academic Medical Center,Romania,Română (ro) - Romanian,16,Intermediate,No,No,E-learning,40,Optimise Pyxis ES dispensing workflows,BD Insyte™,BD5822,No,2.8
HCP0433,Nurse,Nephrology,Universitätsklinikum,Germany,Deutsch (de) - German,15,Advanced,No,Yes,E-learning,4,Master blood collection techniques with BD Vacutainer® systems,BD Alaris™,,Yes,4.0
HCP0434,System Manager,Neurologie,Hôpital Général,France,Français (fr) - French,26,Expert,Yes,No,Blended,40,Préparer la mise en œuvre du protocole TTM en réanimation,BD TTM System,,Yes,4.0
HCP0435,Pharmacist,Biomedical Engineering,NHS Trust,United Kingdom,English (United Kingdom),16,Intermediate,Yes,Yes,Blended,2,Onboard new staff on BD Alaris™ infusion pump systems,BD Eclipse™,BD7186,No,4.2
HCP0436,Nurse,Surgery,Clinique Privée,France,Français (fr) - French,13,Beginner,Yes,Yes,E-learning,2,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD Preset™,BD2466,Yes,3.1
HCP0437,Nurse,Pediatrics,Privatklinik,Switzerland,Deutsch (de) - German,17,Expert,No,Yes,Blended,24,Train on BD Rowa™ pharmacy automation system,,BD3435,No,3.6
HCP0438,System Manager,Hospital Pharmacy,Community Hospital,Romania,Română (ro) - Romanian,22,Expert,Yes,No,Webinar,16,Onboard on BD Nexiva™ IV catheter system,BD Nexiva™,BD0265,No,2.7
HCP0439,Nurse,EHR Integration,VVT,Netherlands,Nederlands (nl) - Dutch,5,Intermediate,Yes,Yes,Webinar,2,Onboard new staff on BD Alaris™ infusion pump systems,BD TTM System,BD4927,Yes,4.8
HCP0440,Nurse,Equipment Maintenance,Community Hospital,United States,English (United States),9,Beginner,No,No,Blended,2,Improve pre-analytical quality and reduce specimen non-conformances,HealthSight,BD9229,Yes,
HCP0441,Nurse,Neurologie,CPAS,Belgium,Français (fr) - French,21,Beginner,Yes,No,On-site,24,Développer les compétences en pose et entretien de PICC line,BD Vacutainer®,,Yes,4.1
HCP0442,Physician,Blood Bank,RSA,Italy,Italiano (it) - Italian,17,Intermediate,No,Yes,Webinar,24,Onboard on BD Nexiva™ IV catheter system,BD Eclipse™,,Yes,2.9
HCP0443,Anesthesiologist,Cardiology,Regionsjukhus,Norway,Norsk (Ino) - Norwegian,9,Advanced,No,No,E-learning,4,Gain expert-level certification in TTM management,BD Microtainer®,,Yes,3.0
HCP0444,Pharmacist,Neurology,Centro de Saúde,Portugal,Português (pt) - Portuguese,8,Intermediate,No,Yes,Webinar,2,Train on BD Rowa™ pharmacy automation system,BD BodyGuard T,BD6780,No,2.6
HCP0445,Physician,Pulmonology,Regionsjukhus,Sweden,Svenska (sv) - Swedish,14,Expert,Yes,Yes,Webinar,16,Validate Qualiopi competencies for task delegation,BD Alaris™,BD6798,Yes,3.3
HCP0446,Nurse,Réanimation,RSA,Italy,Italiano (it) - Italian,7,Intermediate,No,Yes,Blended,24,Prepare for BD Vacutainer® train-the-trainer programme,BD A-Line™,,Yes,3.8
HCP0447,Nurse,EHR Integration,Clinique Spécialisée,Belgium,Français (fr) - French,3,Intermediate,Yes,No,Webinar,8,Valider les compétences Qualiopi pour la délégation de tâches infirmières,,BD8701,No,4.5
HCP0448,Physician,Emergency ICU,Clinique Privée,France,Français (fr) - French,10,Expert,Yes,Yes,E-learning,8,Développer les compétences en pose et entretien de PICC line,Pyxis Anesthesia,BD6969,Yes,3.2
HCP0449,Physician,Hospital Pharmacy,CHU,France,Français (fr) - French,13,Intermediate,Yes,No,E-learning,40,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD Preset™,BD7698,No,4.0
HCP0450,Pharmacy Manager,Medical ICU,Clinique Spécialisée,Belgium,Français (fr) - French,9,Expert,Yes,Yes,E-learning,16,Maîtriser les techniques de prélèvement avec BD Vacutainer®,,,Yes,4.3
HCP0451,Physician,Gériatrie,GGZ,Netherlands,Nederlands (nl) - Dutch,16,Beginner,No,Yes,E-learning,24,Prepare for OPCO-funded certification in vascular access,BD Foley,BD2869,No,4.6
HCP0452,Physician,Equipment Maintenance,Integrated Care Board,United Kingdom,English (United Kingdom),25,Expert,No,Yes,Webinar,4,Optimise Pyxis ES dispensing workflows,,BD9890,No,2.8
HCP0453,Biomedical Engineer,Pharmacy Management,Kreiskrankenhaus,Germany,Deutsch (de) - German,15,Expert,No,Yes,E-learning,8,Optimise Pyxis ES dispensing workflows,BD Bair Hugger™,BD0448,Yes,2.9
HCP0454,Physician,Oncology,Universitetssjukhus,Sweden,Svenska (sv) - Swedish,8,Intermediate,No,Yes,On-site,4,Support career development with certified training (Qualiopi equivalent),BD Provena™,BD3017,Yes,
HCP0455,Nurse,Urgences,Private Hospital,Romania,Română (ro) - Romanian,8,Advanced,No,Yes,E-learning,16,Prepare for OPCO-funded certification in vascular access,BD Bair Hugger™,BD6999,Yes,4.0
HCP0456,Nurse,Hospital Pharmacy,Universitetssjukhus,Norway,Norsk (Ino) - Norwegian,8,Intermediate,Yes,Yes,E-learning,40,Support career development with certified training (Qualiopi equivalent),BD Nexiva™,,Yes,3.5
HCP0457,Nurse Practitioner,Surgical ICU,Private Hospital,Romania,Română (ro) - Romanian,20,Intermediate,No,Yes,Webinar,16,Validate Qualiopi competencies for task delegation,BD Midline,BD9404,No,4.3
HCP0458,Pharmacist,Microbiology,Privatklinik,Switzerland,Deutsch (de) - German,8,Beginner,No,Yes,E-learning,8,Master blood collection techniques with BD Vacutainer® systems,BD Preset™,BD4523,Yes,3.7
HCP0459,Physician,Cardiac ICU,CHU,France,Français (fr) - French,9,Intermediate,Yes,Yes,Webinar,8,Valider les compétences Qualiopi pour la délégation de tâches infirmières,HealthSight,BD9862,Yes,4.4
HCP0460,Pharmacy Manager,Neurologie,CPAS,Belgium,Français (fr) - French,3,Advanced,Yes,Yes,E-learning,24,Valider les compétences Qualiopi pour la délégation de tâches infirmières,BD Foley,,No,3.0
HCP0461,Physician,Hospital Pharmacy,Community Hospital,United Kingdom,English (United Kingdom),4,Intermediate,Yes,Yes,Blended,4,Prepare for BD Vacutainer® train-the-trainer programme,VADvisor™,BD3520,Yes,3.8
HCP0462,Pharmacy Manager,IT Systems,Universitetssjukhus,Denmark,Dansk (da) - Danish,9,Beginner,No,Yes,E-learning,8,Prepare for BD Vacutainer® train-the-trainer programme,BD Bair Hugger™,BD6389,Yes,3.0
HCP0463,Physician,Soins Intensifs,Ospedale Regionale,Italy,Italiano (it) - Italian,26,Advanced,No,No,E-learning,24,Gain expert-level certification in TTM management,BD Vacutainer®,,Yes,4.7
HCP0464,ICU Specialist,Internal Medicine,Hospital General,Spain,Español (es) - Spanish,14,Intermediate,Yes,Yes,E-learning,16,Master blood collection techniques with BD Vacutainer® systems,BD Foley,BD1510,No,4.5
HCP0465,Biomedical Engineer,Dispensing Automation,CHU,France,Français (fr) - French,17,Beginner,Yes,No,Webinar,8,Former les nouveaux utilisateurs au système BD Alaris™,BD Eclipse™,BD2097,No,4.3
HCP0466,ICU Specialist,Pulmonology,Private Hospital,United Kingdom,English (United Kingdom),13,Expert,Yes,No,E-learning,8,Enhance PICC line insertion and maintenance skills,VADvisor™,BD5568,No,4.0
HCP0467,Physician,Geriatrics,Hôpital Général,France,Français (fr) - French,8,Advanced,Yes,Yes,Blended,4,Développer les compétences en pose et entretien de PICC line,BD Vacutainer®,,Yes,3.6
HCP0468,ICU Specialist,Soins Intensifs,Academisch Ziekenhuis,Netherlands,Nederlands (nl) - Dutch,21,Intermediate,No,Yes,Webinar,16,Develop vascular access unit expertise,BD TTM System,BD4242,No,3.2
HCP0469,Biomedical Engineer,Specimen Management,Universitetssjukhus,Denmark,Dansk (da) - Danish,10,Advanced,Yes,No,Masterclass,24,Prepare for targeted temperature management protocol implementation,BD TTM System,BD7969,Yes,3.8
HCP0470,Physician,Trauma ICU,Community Trust,United Kingdom,English (United Kingdom),6,Expert,No,No,E-learning,8,Gain expert-level certification in TTM management,BD Alaris™,BD6448,No,4.1
HCP0471,Pharmacy Manager,Neurology,NHS Trust,United Kingdom,English (United Kingdom),11,Intermediate,No,Yes,E-learning,16,Develop vascular access unit expertise,BD Provena™,BD8658,Yes,2.7
HCP0472,Physician,ICU / Critical Care,Private Hospital,United Kingdom,English (United Kingdom),11,Advanced,No,Yes,E-learning,40,Optimise Pyxis ES dispensing workflows,BD Alaris™,,Yes,
HCP0473,Nurse,Oncology,Regionsjukhus,Finland,Suomi (fi) - Finnish,8,Intermediate,No,Yes,E-learning,40,Optimise Pyxis ES dispensing workflows,Pyxis ES,,No,4.5
HCP0474,ICU Specialist,Microbiology,CHU,France,Français (fr) - French,24,Intermediate,Yes,No,Webinar,16,Préparer la mise en œuvre du protocole TTM en réanimation,BD Preset™,BD0152,Yes,4.4
HCP0475,Physician,Pediatrics,Pflegeheim,Germany,Deutsch (de) - German,18,Intermediate,Yes,Yes,E-learning,24,Onboard new staff on BD Alaris™ infusion pump systems,BD Alaris™,,Yes,2.7
HCP0476,Nurse,Trauma ICU,VA Hospital,United States,English (United States),23,Advanced,Yes,No,Webinar,4,Support career development with certified training (Qualiopi equivalent),BD Microtainer®,,Yes,3.1
HCP0477,Pharmacist,Equipment Maintenance,Community Hospital,United States,English (United States),11,Beginner,Yes,Yes,Webinar,16,Train on BD Rowa™ pharmacy automation system,BD Insyte™,BD9412,Yes,
HCP0478,System Manager,Oncologie,Tagesklinik,Germany,Deutsch (de) - German,10,Beginner,Yes,No,Masterclass,16,Support career development with certified training (Qualiopi equivalent),BD Nexiva™,BD7440,Yes,2.6
HCP0479,Nurse,IT Systems,CHU,France,Français (fr) - French,4,Expert,Yes,Yes,E-learning,16,Préparer une certification financée par l'OPCO en accès vasculaire,BD Nexiva™,BD1384,Yes,4.1
HCP0480,Physician,Dispensing Automation,Community Hospital,United Kingdom,English (United Kingdom),14,Advanced,Yes,No,Webinar,2,Optimise Pyxis ES dispensing workflows,HealthSight,BD6076,Yes,3.8
HCP0481,Nurse,Blood Bank,GGZ,Netherlands,Nederlands (nl) - Dutch,23,Advanced,No,Yes,On-site,4,Prepare for BD Vacutainer® train-the-trainer programme,BD Preset™,,Yes,2.8
HCP0482,Nurse,Gastroenterology,Ambulatory Surgery Center,United States,English (United States),28,Expert,Yes,Yes,On-site,8,Train on BD Rowa™ pharmacy automation system,Pyxis ES,BD2299,No,4.8
HCP0483,Nurse,Urgences,Clínica Privada,Spain,Español (es) - Spanish,28,Intermediate,Yes,Yes,Webinar,16,Validate Qualiopi competencies for task delegation,BD Alaris™,,Yes,4.0
HCP0484,Nurse,Surgery,Private Hospital,Greece,Ελληνικά (el) - Greek,22,Advanced,Yes,Yes,Webinar,16,Master blood collection techniques with BD Vacutainer® systems,BD Microtainer®,BD8701,Yes,2.7
HCP0485,Pharmacy Manager,Trauma ICU,Pflegeheim,Germany,Deutsch (de) - German,1,Advanced,No,Yes,E-learning,8,Train on BD Rowa™ pharmacy automation system,,BD5274,Yes,4.2
HCP0486,Nurse,Neurology,GP Surgery,United Kingdom,English (United Kingdom),9,Advanced,No,No,E-learning,24,Validate Qualiopi competencies for task delegation,Pyxis Anesthesia,,Yes,3.9
