Module_ID,Module_Title,Business_Unit_Full,Business_Unit,Topic_Domain,Training_Type,Delivery_Format,Duration_Hours,Skill_Level,Target_Roles,Language,Country,Certification,OPCO_Eligible,Prerequisites_Module_ID,Course_Active,Created_By,Created_Date,Description
BD5417,Zor Damarlardan Kan Alımı,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,0.5,Beginner,Nurse|Physician,Türkçe (tr) - Turkish,,No,No,BD0093,YES,Onur Alti,11/1/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD1660,Formação de Produto da Borboleta BD Vacutainer® UltraTouch™ Push Button,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,Webinar,7,Intermediate,,Português (pt) - Portuguese,Portugal,Yes,No,BD0179,YES,Angel Cervantes,11/3/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD5902,System Manager - BD Pyxis Med Link Queue & Waste v1.8 for ES v1.5,Medication Management Solutions,MMS,Medication Management,Qualiopi,E-learning,0.25,Advanced,Nurse,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD7172,CLP1292 - Pyxis ParAssist Handheld System v2.0 Tutorial,Medication Management Solutions,MMS,Medication Management,External,E-learning,1,Advanced,Physician,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD7836,BD ChloraPrep Portfolio Poster,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Qualiopi,Webinar,0.5,Advanced,Nurse,English (United Kingdom),United Kingdom,Yes,Yes,,YES,Nazeerah Ramdhian-Demery,12/9/25,"Module on BD Provena™ midline catheter insertion and maintenance. Covers patient selection criteria, insertion technique, and long-term care protocols."
BD9679,Clinical Educator - Pyxis ES System v1.6,Medication Management Solutions,MMS,Medication Management,BDLA,Webinar,1.5,Intermediate,Physician|ICU Specialist,English (United Kingdom),United States,No,No,BD0745,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD7998,Gestionnaire de système - Les aides-mémoires Système BD Pyxis ES,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1,Beginner,Physician|ICU Specialist,Français (fr) - French,Switzerland,No,No,,YES,Joel Roney,6/14/24,"Parcours d'initiation aux armoires de dispensation Pyxis ES : connexion, retrait des médicaments, résolution des écarts et procédures de réapprovisionnement."
BD5543,Siringa per prelievo arterioso BD Preset Eclipse,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,1,Intermediate,Nurse|Physician,Italiano (it) - Italian,Italy,No,No,,YES,Alessandro Olgiati,7/5/24,"Module on BD A-Line™ arterial blood gas sampling. Reviews preparation, collection technique, transport requirements, and quality indicators."
BD9148,BD Vacutainer® Safety-Lok™ Veneprøvetakingssett,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,Webinar,4,Beginner,Nurse|Physician,Norsk (Ino) - Norwegian,Norway,Yes,No,BD0077,YES,Sofia Rosenstroem,9/3/24,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD5422,BD BodyComm™ Technical Training,Medication Management Solutions,MMS,Medication Management,External,E-learning,1.5,Beginner,Physician,English (United Kingdom),,No,No,,YES,Joel Roney,5/2/22,"Parcours d'apprentissage sur la sécurisation du circuit du médicament. Comprend la gestion des alertes, la réconciliation médicamenteuse et la pharmacovigilance."
BD8167,"Nurse/Clinician - Pyxis MedStation ES v1.5: Essentials VIDEOS, both Profile and Non-Profile Modes",Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,2,Intermediate,,English (United States),,No,Yes,,YES,Joel Roney,10/9/23,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD9900,System manager - Pyxis MedStation ES v1.6: Essentials with Pyxis Anesthesia Station,Medication Management Solutions,MMS,Medication Management,External,Webinar,1.5,Advanced,Pharmacy Manager,English (United Kingdom),United States,No,No,BD0056,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD5440,Social Selling 2.0,Select Business,SB,Medication Management,BDLA,Webinar,2,Intermediate,,English (United Kingdom),Select Country,No,No,,YES,Deleted User,5/5/23,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
BD4784,Educator - Pyxis SupplyStation system v11.x,Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,3,Beginner,,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD6438,PL_BD PosiFlush™,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,On-site,1,Beginner,Physician|ICU Specialist,Polski (pl) - Polish,Poland,No,No,,YES,Nazeerah Ramdhian-Demery,2/11/26,"Training on BD Nexiva™ closed IV catheter system for peripheral venous access. Covers insertion technique, securement, and care-and-maintenance protocols."
BD7494,BD Preset™ Eclipse™ arteriële bloedgasspuit,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Masterclass,1,Beginner,Nurse,Nederlands (nl) - Dutch,Belgium,No,No,BD0444,YES,Laura De Bock,12/26/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD8329,"Emocoltura - Puntura venosa, prelievo dalla linea",Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,Blended,0.5,Advanced,,Italiano (it) - Italian,Italy,Yes,Yes,,YES,Alessandro Olgiati,7/4/24,"Introduction to specimen management and laboratory quality in the pre-analytical phase. Covers sample traceability, centrifugation, and cold-chain requirements."
BD8260,PhaSeal™ Optima - Pharmacy,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Premium,E-learning,2,Intermediate,Biomedical Engineer,English (United Kingdom),United Kingdom,Yes,Yes,,YES,Nazeerah Ramdhian-Demery,5/13/24,"Comprehensive vascular access training for nurses covering PICC line insertion, dressing changes, flushing protocols, and troubleshooting."
BD2264,Pharmacy - Pyxis MedStation ES v1.4: Essentials,Medication Management Solutions,MMS,Medication Management,BDLA,On-site,1,Advanced,Nurse|ICU Specialist,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD5658,"v12 BD Alaris Add-on Modules - Syringe, PCA, and EtCO2 Modules with Cleaning. BD Alaris™ System with Guardrails Suite MX",Medication Management Solutions,MMS,Medication Management,Premium,E-learning,7,Advanced,Nurse|ICU Specialist,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/11/22,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD9213,Migliori pratiche per ridurre gli errori in fase preanalitica dovuti al prelievo di sangue,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,1,Advanced,Nurse|ICU Specialist,Italiano (it) - Italian,,No,No,,YES,Alessandro Olgiati,7/5/24,"Introduction to specimen management and laboratory quality in the pre-analytical phase. Covers sample traceability, centrifugation, and cold-chain requirements."
BD1745,BD Rowa™ - Pickup Cloud Processes & Terminal Components - EN,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,0.5,Advanced,Physician|ICU Specialist,English (United Kingdom),United Kingdom,No,Yes,,YES,Dominik Bandel,4/15/24,"Course on BD Rowa™ automated pharmacy dispensing robots. Covers loading procedures, retrieval operations, error handling, and maintenance routines."
BD3343,Best Practices zur Verringerung präanalytischer Fehler im Rahmen der Blutentnahme,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,E-learning,0.5,Advanced,Physician|ICU Specialist,Deutsch (de) - German,Germany,Yes,Yes,,YES,Edith Rothermel,10/9/23,"Introduction to specimen management and laboratory quality in the pre-analytical phase. Covers sample traceability, centrifugation, and cold-chain requirements."
BD6372,BD Vacutainer Ultra Touch™ Push Button Blood Collection Set Without Holder,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,On-site,1,Advanced,Biomedical Engineer,English (United Kingdom),Saudi Arabia,No,No,BD0980,YES,Ibrahim Aldamen,3/19/24,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD9047,BD Vacutainer® PrecisionGlide™ Игла за вземане на кръв за множествени проби,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,On-site,3,Beginner,Physician|ICU Specialist,Български (bg) - Bulgarian,Bulgaria,No,No,,YES,Veronika  Bican,8/28/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD9886,BD Rowa™ Pickup - Erste Schritte - DE,Medication Management Solutions,MMS,Medication Management,Product Training,On-site,1,Beginner,Pharmacist,Deutsch (de) - German,Germany,No,No,,YES,Dominik Bandel,4/15/24,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD7021,Seringa pentru recoltarea sângelui arterial BD A-Line,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,3,Beginner,Nurse|Physician,Română (ro) - Romanian,Romania,No,Yes,,YES,Veronika  Bican,10/8/25,"Course on BD Preset™ arterial blood gas syringe usage. Covers clinical indications, collection, labelling, and pre-analytical variable management."
BD9780,Най-добри практики при вземане на кръвни проби от устройства за съдов достъп (VAD),Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Blended,2,Intermediate,Pharmacist|System Manager,Български (bg) - Bulgarian,Bulgaria,No,No,BD0075,YES,Veronika  Bican,9/8/25,"Introduction to specimen management and laboratory quality in the pre-analytical phase. Covers sample traceability, centrifugation, and cold-chain requirements."
BD3604,BD PARTNERS - Pyxis Supply devices overview SUPPLEMENT PACKAGE,Medication Management Solutions,MMS,Medication Management,External,Webinar,0.5,Advanced,Physician,English (United Kingdom),United States,No,No,,YES,Joel Roney,5/13/24,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD5912,BD Rowa™ Vmax/Smart - Erste Schritte - DE,Medication Management Solutions,MMS,Medication Management,Product Training,Masterclass,1,Intermediate,Physician,Deutsch (de) - German,Germany,No,No,,YES,Dominik Bandel,4/8/24,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD3995,NOR_ Cue™ Needle Tracking System,Medication Delivery Solutions,MDS,Vascular Access & Infusion,External,Webinar,4,Intermediate,System Manager,English (United Kingdom),Sweden,No,Yes,,YES,Melina Heikkinen,1/26/26,"BDLA module on PICCline insertion with ECG-guided tip confirmation. Covers pre-insertion patient assessment, sterile technique, and post-insertion verification."
BD6144,BD Cathena™ Insertion,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,Webinar,1,Intermediate,Pharmacy Manager,English (United Kingdom),United Kingdom,No,No,,YES,Nazeerah Ramdhian-Demery,5/13/24,"Module on BD Eclipse™ safety needle systems for blood collection and injection. Reviews safety activation mechanisms, disposal requirements, and occupational exposure prevention."
BD8815,BD Rowa™ Pickup Cloud - Standalone - FR,Medication Management Solutions,MMS,Medication Management,BDLA,Webinar,1.5,Beginner,Biomedical Engineer,Français (fr) - French,France,No,Yes,,YES,Dominik Bandel,4/15/24,"Module avancé sur la configuration du Pyxis Enterprise Server : administration des utilisateurs, gestion des formulaires et analyse des rapports d'audit."
BD7131,Pyxis Anesthesia Station ES Education Package for BD PARTNERS,Medication Management Solutions,MMS,Medication Management,BDLA,Blended,0.5,Advanced,,English (United States),United States,No,No,,YES,Joel Roney,11/2/23,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
